,src,tgt,prior_sample,prior_qed,prior_2dsim,prior_isValid,agent_sample,agent_qed,agent_2dsim,agent_isValid
0,Cn1c(-c2cn(*)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1.OCCOC*,Cn1c(-c2cn(CCOCCOCCOCCOCCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,Cn1c(-c2cn(CCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,6.6515,0.7446808510638298,True,Cn1c(-c2cn(CCCN3CCN(CC(=O)NCCNCCCOCCCOCCCNCCOCCOCCOCCO)CC3)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,7.649500000000001,0.5893719806763285,True
1,Cn1c(-c2cn(*)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1.OCCOC*,Cn1c(-c2cn(CCOCCOCCOCCOCCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,Cn1c(-c2cn(CCOCCOCCOCCOCCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,6.785500000000001,1.0,True,Cn1c(-c2cn(CCCN3CCN(CCC(=O)NCCNCCOCCOCCCOCCCOCCOCCCOCCO)CC3)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,7.536499999999999,0.6195121951219512,True
2,Cn1c(-c2cn(*)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1.OCCOC*,Cn1c(-c2cn(CCOCCOCCOCCOCCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,Cn1c(-c2cn(CCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,6.6515,0.7446808510638298,True,Cn1c(-c2cn(CCCN3CCN(CC(=O)NCCNCCOCCCOCCCNCCCOCCCOCCOCCOCCOCCO)CC3)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,7.583500000000001,0.6129032258064516,True
3,Cn1c(-c2cn(*)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1.OCCOC*,Cn1c(-c2cn(CCOCCOCCOCCOCCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,Cn1c(-c2cn(CCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,6.6515,0.7446808510638298,True,Cn1c(-c2cn(CCCN3CCN(CC(=O)NCCNCCOCCCOCCCNCCCOCCOCCOCCOCCOCCO)CC3)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,7.649500000000001,0.6367924528301887,True
4,Cn1c(-c2cn(*)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1.OCCOC*,Cn1c(-c2cn(CCOCCOCCOCCOCCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,Cn1c(-c2cn(CCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,6.428,0.6808510638297872,True,Cn1c(-c2cn(CCCN3CCN(CC(=O)NCCNCCCOCCOCCCNCCCOCCOCCOCCO)CC3)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,7.5715,0.6048780487804878,True
5,Cn1c(-c2cn(*)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1.OCCOC*,Cn1c(-c2cn(CCOCCOCCOCCOCCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,Cn1c(-c2cn(CCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,6.6515,0.7446808510638298,True,Cn1c(-c2cn(CCCN3CCN(CC(=O)NCCNCCOCCCOCCCNCCOCCOCCCOCCOCCO)CC3)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,7.649500000000001,0.6018957345971564,True
6,Cn1c(-c2cn(*)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1.OCCOC*,Cn1c(-c2cn(CCOCCOCCOCCOCCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,Cn1c(-c2cn(CCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,6.6515,0.7446808510638298,True,Cn1c(-c2cn(CCCN3CCN(CC(=O)NCCCNCCCOCCCNCCOCCOCCCOCCOCCO)CC3)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,7.4875,0.580952380952381,True
7,Cn1c(-c2cn(*)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1.OCCOC*,Cn1c(-c2cn(CCOCCOCCOCCOCCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,Cn1c(-c2cn(CCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,6.6515,0.7446808510638298,True,Cn1c(-c2cn(CCCN3CCN(CC(=O)NCCNCCCOCCNCCCOCCOCCOCCOCCO)CC3)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,7.586500000000001,0.6138613861386139,True
8,Cn1c(-c2cn(*)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1.OCCOC*,Cn1c(-c2cn(CCOCCOCCOCCOCCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,Cn1c(-c2cn(CCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,6.6515,0.7446808510638298,True,Cn1c(-c2cn(CCCN3CCN(CC(=O)NCCNCCCOCCOCCCNCCOCCOCCCOCCOCCO)CC3)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,7.649500000000001,0.6172248803827751,True
9,Cn1c(-c2cn(*)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1.OCCOC*,Cn1c(-c2cn(CCOCCOCCOCCOCCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,Cn1c(-c2cn(CCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,6.6515,0.7446808510638298,True,Cn1c(-c2cn(CCCN3CCN(CC(=O)NCCNCCCOCCCOCCOCCOCCCOCCO)CC3)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,7.5715,0.6161616161616161,True
10,Cn1c(-c2cn(*)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1.OCCOC*,Cn1c(-c2cn(CCOCCOCCOCCOCCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,Cn1c(-c2cn(CCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,6.6515,0.7446808510638298,True,Cn1c(-c2cn(CCCN3CCN(CC(=O)NCCNCCOCCCNCCCOCCOCCCOCCOCCO)CC3)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,7.649500000000001,0.5893719806763285,True
