,src,tgt,prior_sample,prior_qed,prior_2dsim,prior_isValid,agent_sample,agent_qed,agent_2dsim,agent_isValid
0,Cn1c(-c2cn(*)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1.OCCOC*,Cn1c(-c2cn(CCOCCOCCOCCOCCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,Cn1c(-c2cn(CCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,2.588800000000001,0.7446808510638298,True,Cn1c(-c2cn(CC(O)CN(CCOCCOCCO)C(=O)C(=O)C(F)(F)F)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,1.8930999999999993,0.6167664670658682,True
1,Cn1c(-c2cn(*)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1.OCCOC*,Cn1c(-c2cn(CCOCCOCCOCCOCCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,Cn1c(-c2cn(CCOCCOCCOCCOCCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,2.6552000000000016,1.0,True,Cn1c(-c2cn(CCOCC(=O)NCCOCCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,1.7382000000000033,0.8211920529801324,True
2,Cn1c(-c2cn(*)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1.OCCOC*,Cn1c(-c2cn(CCOCCOCCOCCOCCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,Cn1c(-c2cn(CCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,2.588800000000001,0.7446808510638298,True,Cn1c(-c2cn(CCOCC(COCCO)OC(=O)C(=O)COCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,1.0619999999999998,0.689873417721519,True
3,Cn1c(-c2cn(*)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1.OCCOC*,Cn1c(-c2cn(CCOCCOCCOCCOCCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,Cn1c(-c2cn(CCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,2.588800000000001,0.7446808510638298,True,Cn1c(-c2cn(CC(=O)NCCN(CCO)CCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,0.9661000000000011,0.5609756097560976,True
4,Cn1c(-c2cn(*)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1.OCCOC*,Cn1c(-c2cn(CCOCCOCCOCCOCCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,Cn1c(-c2cn(CCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,2.5722000000000005,0.6808510638297872,True,Cn1c(-c2cn(CCOCCOCCN(CCOCCO)C(=O)CNC(=O)C(=O)O)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,0.6182000000000056,0.6746987951807228,True
5,Cn1c(-c2cn(*)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1.OCCOC*,Cn1c(-c2cn(CCOCCOCCOCCOCCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,Cn1c(-c2cn(CCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,2.588800000000001,0.7446808510638298,True,Cn1c(-c2cn(CCOCCN(CCOCCO)C(=O)CN)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,1.3595000000000015,0.6410256410256411,True
6,Cn1c(-c2cn(*)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1.OCCOC*,Cn1c(-c2cn(CCOCCOCCOCCOCCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,Cn1c(-c2cn(CCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,2.588800000000001,0.7446808510638298,True,Cn1c(-c2cn(CCOCC(COCCO)OC(=O)CNCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,1.0825000000000022,0.6728395061728395,True
7,Cn1c(-c2cn(*)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1.OCCOC*,Cn1c(-c2cn(CCOCCOCCOCCOCCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,Cn1c(-c2cn(CCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,2.588800000000001,0.7446808510638298,True,Cn1c(-c2cn(CCOCC(O)COCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,1.9662999999999997,0.7687074829931972,True
8,Cn1c(-c2cn(*)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1.OCCOC*,Cn1c(-c2cn(CCOCCOCCOCCOCCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,Cn1c(-c2cn(CCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,2.588800000000001,0.7446808510638298,True,Cn1c(-c2cn(CCOCC(COCCO)OC(=O)CN)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,1.4427000000000008,0.6535947712418301,True
9,Cn1c(-c2cn(*)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1.OCCOC*,Cn1c(-c2cn(CCOCCOCCOCCOCCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,Cn1c(-c2cn(CCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,2.588800000000001,0.7446808510638298,True,Cn1c(-c2cn(CCOCCOCCN(CCO)C(=O)COCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,1.4097000000000006,0.6987179487179487,True
10,Cn1c(-c2cn(*)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1.OCCOC*,Cn1c(-c2cn(CCOCCOCCOCCOCCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,Cn1c(-c2cn(CCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,2.588800000000001,0.7446808510638298,True,Cn1c(-c2cn(CCOCCNCCOCCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,2.2116000000000016,0.82,True
11,Cn1c(-c2cn(*)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1.OCCOC*,Cn1c(-c2cn(CCOCCOCCOCCOCCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,Cn1c(-c2cn(CCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,2.588800000000001,0.7446808510638298,True,Cn1c(-c2cn(CCOCCN(CCOCCO)C(=O)CNC(=O)C(=O)C(=O)O)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,0.17070000000000585,0.621301775147929,True
12,Cn1c(-c2cn(*)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1.OCCOC*,Cn1c(-c2cn(CCOCCOCCOCCOCCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,Cn1c(-c2cn(CCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,2.5722000000000005,0.6808510638297872,True,Cn1c(-c2cn(CCOCCOCCOCCOCCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,2.6552000000000016,1.0,True
13,Cn1c(-c2cn(*)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1.OCCOC*,Cn1c(-c2cn(CCOCCOCCOCCOCCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,Cn1c(-c2cn(CCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,2.588800000000001,0.7446808510638298,True,Cn1c(-c2cn(CC(=O)NCCN(CCO)CCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,0.982700000000003,0.6158536585365854,True
14,Cn1c(-c2cn(*)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1.OCCOC*,Cn1c(-c2cn(CCOCCOCCOCCOCCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,Cn1c(-c2cn(CCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,2.588800000000001,0.7446808510638298,True,Cn1c(-c2cn(CCOCCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,2.6054000000000004,0.8085106382978723,True
15,Cn1c(-c2cn(*)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1.OCCOC*,Cn1c(-c2cn(CCOCCOCCOCCOCCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,Cn1c(-c2cn(CCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,2.588800000000001,0.7446808510638298,True,Cn1c(-c2cn(CCOCCN(CCOCCO)C(=O)CNC(=O)CC(=O)O)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,0.991700000000004,0.6190476190476191,True
16,Cn1c(-c2cn(*)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1.OCCOC*,Cn1c(-c2cn(CCOCCOCCOCCOCCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,Cn1c(-c2cn(CCOCCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,2.6054000000000004,0.8085106382978723,True,Cn1c(-c2cn(CCOCCN(CCOCCO)C(=O)CNC(=O)CCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,0.899400000000003,0.6265060240963856,True
17,Cn1c(-c2cn(*)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1.OCCOC*,Cn1c(-c2cn(CCOCCOCCOCCOCCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,Cn1c(-c2cn(CCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,2.588800000000001,0.7446808510638298,True,Cn1c(-c2cn(CCOCC(=O)N(CCOCCO)Cc3ccccc3)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,3.6010000000000026,0.5823529411764706,True
18,Cn1c(-c2cn(*)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1.OCCOC*,Cn1c(-c2cn(CCOCCOCCOCCOCCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,Cn1c(-c2cn(CCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,2.588800000000001,0.7446808510638298,True,Cn1c(-c2cn(CCOCCCN(CCOCCOCCO)C(=O)CNC(=O)C(=O)C(=O)C(F)(F)F)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,1.6242000000000048,0.6460674157303371,True
19,Cn1c(-c2cn(*)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1.OCCOC*,Cn1c(-c2cn(CCOCCOCCOCCOCCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,Cn1c(-c2cn(CCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,2.588800000000001,0.7446808510638298,True,Cn1c(-c2cn(CCOCC(O)COCCOCCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,1.999500000000001,0.891156462585034,True
20,Cn1c(-c2cn(*)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1.OCCOC*,Cn1c(-c2cn(CCOCCOCCOCCOCCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,Cn1c(-c2cn(CCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,2.588800000000001,0.7446808510638298,True,Cn1c(-c2cn(CCN(CCOCCO)CCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,1.883100000000001,0.6645569620253164,True
21,Cn1c(-c2cn(*)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1.OCCOC*,Cn1c(-c2cn(CCOCCOCCOCCOCCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,Cn1c(-c2cn(CCOCCOCCOCCO)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,2.588800000000001,0.7446808510638298,True,Cn1c(-c2cn(CCOCCN(CCOCCO)C(=O)C(=O)CS(C)(=O)=O)nn2)nc(-c2ccc(F)cc2)c1-c1ccncc1,1.0145000000000015,0.654320987654321,True
